Active Physicians per 100000 Population 2018 (AAMC),Total physician assistants (2019),Heart disease_prevalence,COPD_prevalence,diabetes_prevalence,CKD_prevalence,Obesity_prevalence
0.05703827970108277,0.11829218583275253,0.215686274509804,0.18181818181818177,0.5323741007194245,0.40625,29.4
0.060393472624675926,0.00552875968720379,0.4803921568627452,0.47933884297520657,0.48201438848920874,0.375,35.9
0.07305170047277715,0.007396916474965182,0.40196078431372545,0.28925619834710736,0.3597122302158273,0.375,41.2
0.14595089217630014,0.014102687431081394,0.5392156862745099,0.5371900826446281,0.474820143884892,0.53125,37.0
0.05536068323928628,0.0008044755617603895,0.4705882352941178,0.36363636363636354,0.4532374100719425,0.4375,38.0
0.134665243251487,0.04308992905796462,0.2745098039215686,0.20661157024793386,0.3669064748201438,0.4375,28.1
0.1439682781759951,0.00217917275193541,0.40196078431372545,0.2727272727272727,0.39568345323741005,0.5625,26.4
0.1439682781759951,0.09983182828140634,0.14705882352941174,0.1239669421487603,0.15107913669064743,0.25,30.4
0.10995882263230133,0.002504128571458606,0.7254901960784315,0.8016528925619834,0.6834532374100719,0.5625,38.2
0.07488180570382796,0.0006188933815258784,0.4215686274509804,0.1900826446280991,0.3021582733812951,0.40625,30.4
0.07732194601189568,0.05978945687995542,0.44117647058823534,0.371900826446281,0.5323741007194245,0.5625,37.6
0.0,0.0008026837252919259,0.4803921568627452,0.4545454545454546,0.6762589928057554,0.59375,40.8
0.0510904377001678,0.002147282901261674,0.3823529411764706,0.28099173553719003,0.5467625899280575,0.4375,38.3
0.1247521732499619,0.0003909213754438651,0.7450980392156863,0.7355371900826445,0.6474820143884892,0.6875,36.2
0.060240963855421714,0.0017457088886655312,0.44117647058823534,0.49586776859504134,0.474820143884892,0.40625,32.4
0.09714808601494584,0.02894038685287359,0.5490196078431373,0.512396694214876,0.5179856115107915,0.53125,34.2
0.14595089217630014,0.005816547266996711,0.6764705882352942,0.6033057851239668,0.5035971223021583,0.59375,36.4
0.10995882263230133,0.0025615587312361526,0.8529411764705883,0.958677685950413,0.7697841726618706,0.6875,41.5
0.0510904377001678,0.001208570092798478,0.6568627450980391,0.5289256198347106,0.60431654676259,0.59375,35.7
0.10965380509379286,0.01111087315147275,0.3235294117647059,0.2644628099173554,0.474820143884892,0.40625,37.1
0.02348635046515174,0.0019386133857747837,0.7549019607843137,0.6859504132231403,0.7338129496402879,0.71875,41.8
0.02485892938843981,0.0012698068050102343,0.6470588235294119,0.5619834710743801,0.49640287769784175,0.53125,32.4
0.05825834985511669,0.007201448583785649,0.5,0.4380165289256197,0.5899280575539569,0.59375,36.3
0.16989476894921457,0.0024194633820077,0.44117647058823534,0.23966942148760328,0.37410071942446055,0.46875,33.7
0.07061156016470949,0.0015413918165741016,0.45098039215686275,0.2644628099173554,0.3597122302158273,0.4375,32.6
0.08509989324386152,0.0013381327864955626,0.5,0.3305785123966941,0.446043165467626,0.53125,33.5
0.1247521732499619,0.016237726755535493,0.3333333333333334,0.3471074380165289,0.525179856115108,0.46875,37.8
0.060240963855421714,0.004362310568960578,0.4215686274509804,0.5206611570247933,0.49640287769784175,0.375,38.2
0.13344517309745313,0.001687545231094815,0.6176470588235294,0.44628099173553704,0.5179856115107915,0.625,32.4
0.134665243251487,0.046085071222252465,0.3333333333333334,0.2975206611570248,0.5035971223021583,0.53125,35.0
0.10965380509379286,0.016364095906145147,0.2647058823529412,0.2479338842975206,0.3237410071942446,0.28125,34.7
0.07488180570382796,0.001474295450813974,0.4803921568627452,0.2479338842975206,0.38848920863309355,0.46875,35.2
0.17096233033399416,0.0009860289750816308,0.6176470588235294,0.512396694214876,0.539568345323741,0.625,33.3
0.07305170047277715,8.834710412057098e-05,0.5392156862745099,0.38842975206611563,0.4388489208633093,0.5625,35.4
0.15464389202379136,0.003983072107058643,0.45098039215686275,0.44628099173553704,0.4388489208633093,0.375,37.6
0.17096233033399416,0.029982751093327216,0.4705882352941178,0.4132231404958677,0.4388489208633093,0.5,31.7
0.2803111178892787,0.32221690928712543,0.3725490196078432,0.30578512396694213,0.7266187050359711,0.6875,31.5
0.0510904377001678,0.0009174745061907158,0.519607843137255,0.28925619834710736,0.5899280575539569,0.5625,35.7
0.0510904377001678,0.006717845973301497,0.4215686274509804,0.28099173553719003,0.5899280575539569,0.5,37.0
0.0510904377001678,0.005871534874673068,0.45098039215686275,0.23966942148760328,0.8345323741007193,0.71875,42.1
0.05703827970108277,0.0033516312195759038,0.5686274509803924,0.5867768595041322,0.7841726618705036,0.71875,39.0
0.1247521732499619,0.00042419618317725543,0.8137254901960784,0.8512396694214875,0.7122302158273381,0.78125,37.1
0.04102485892938845,0.0013375685474590797,0.519607843137255,0.3553719008264462,0.4676258992805755,0.53125,41.9
0.2803111178892787,0.009122471516708237,0.5098039215686274,0.5371900826446281,0.5035971223021583,0.46875,37.5
0.1247521732499619,0.005617481365186281,0.3725490196078432,0.36363636363636354,0.3165467625899281,0.3125,32.3
0.29693457373798987,0.006255052786680469,0.4705882352941178,0.47933884297520657,0.6115107913669064,0.5,40.1
0.060240963855421714,0.0020732367435403903,0.4215686274509804,0.4876033057851239,0.4316546762589928,0.40625,36.1
0.07305170047277715,0.0005391682628763863,0.696078431372549,0.47107438016528924,0.5467625899280575,0.6875,37.1
0.19704132987646789,0.009786387874855067,0.34313725490196084,0.2975206611570248,0.29496402877697836,0.34375,31.5
0.134665243251487,0.02808957784787885,0.2745098039215686,0.20661157024793386,0.2517985611510791,0.375,27.1
0.039347262467591904,0.0007031227244620028,0.696078431372549,0.6942148760330576,0.7410071942446042,0.6875,35.9
0.10995882263230133,0.0072904020094935445,0.8333333333333335,0.9256198347107437,0.7482014388489209,0.65625,41.8
0.05703827970108277,0.009709721479085894,0.25490196078431376,0.2975206611570248,0.3165467625899281,0.28125,33.4
0.07061156016470949,0.0001204051168889742,0.4705882352941178,0.2479338842975206,0.3525179856115108,0.40625,33.3
0.060393472624675926,0.0009930285450163799,0.7549019607843137,0.793388429752066,0.7122302158273381,0.59375,39.4
0.0510904377001678,0.0005891364000367255,0.4215686274509804,0.28099173553719003,0.37410071942446055,0.375,33.0
0.05825834985511669,0.012730334039037743,0.35294117647058826,0.3305785123966941,0.3453237410071943,0.375,29.0
0.0510904377001678,0.0012751033512891927,0.607843137254902,0.47107438016528924,0.6834532374100719,0.65625,37.6
0.1247521732499619,0.00024000401957969397,0.696078431372549,0.6280991735537189,0.5899280575539569,0.65625,36.8
0.15464389202379136,0.0772248891886432,0.3823529411764706,0.3305785123966941,0.48201438848920874,0.375,33.9
0.08509989324386152,0.014842611189022548,0.3627450980392158,0.28099173553719003,0.3237410071942446,0.375,37.2
0.07305170047277715,0.0010780470119241183,0.6176470588235294,0.4380165289256197,0.5539568345323742,0.65625,35.2
0.05703827970108277,0.0012651067513987273,0.7352941176470589,0.7355371900826445,0.985611510791367,0.90625,38.4
0.14198566417569009,0.017451820159398827,0.3725490196078432,0.3553719008264462,0.37410071942446055,0.4375,37.3
0.14198566417569009,0.0032928164463726533,0.3823529411764706,0.371900826446281,0.29496402877697836,0.375,31.4
0.19704132987646789,0.014041482402414353,0.4803921568627452,0.4380165289256197,0.4532374100719425,0.46875,31.9
0.0510904377001678,0.07928690876576013,0.16666666666666669,0.06611570247933879,0.3669064748201438,0.21875,28.7
0.09714808601494584,0.01643791968770636,0.5490196078431373,0.5041322314049587,0.7050359712230216,0.6875,36.9
0.0510904377001678,0.0007617605118418248,0.411764705882353,0.30578512396694213,0.5755395683453237,0.5,38.6
0.05703827970108277,0.0012167865793297997,0.5588235294117647,0.5702479338842974,0.7194244604316549,0.65625,38.6
0.04102485892938845,0.002756717109091085,0.45098039215686275,0.3223140495867768,0.38129496402877705,0.4375,37.0
0.14198566417569009,0.006337408895412237,0.44117647058823534,0.39669421487603296,0.3597122302158273,0.4375,33.8
0.11224645417111478,0.00805238094100785,0.3333333333333334,0.23966942148760328,0.2158273381294964,0.34375,35.1
0.10965380509379286,0.002039964441615436,0.519607843137255,0.4545454545454546,0.4244604316546763,0.46875,33.3
0.0510904377001678,0.0023794950442418503,0.8333333333333335,0.5785123966942148,0.7985611510791366,0.84375,36.1
0.10965380509379286,0.0008439481494555886,0.5882352941176472,0.5041322314049587,0.6834532374100719,0.65625,39.0
0.14595089217630014,0.0022078978609911776,0.9803921568627452,0.933884297520661,0.8417266187050361,0.96875,39.3
0.0510904377001678,0.00033689382021070464,0.4705882352941178,0.2644628099173554,0.6834532374100719,0.5625,38.3
0.1247521732499619,0.0006037191406144847,0.6470588235294119,0.6611570247933884,0.5611510791366907,0.59375,34.0
0.02485892938843981,0.0005953659411699127,0.715686274509804,0.6528925619834709,0.5971223021582734,0.625,37.3
0.0510904377001678,0.006479493845634564,0.5490196078431373,0.33884297520661155,0.9568345323741005,0.84375,42.6
0.134665243251487,0.04418004324332007,0.215686274509804,0.14876033057851235,0.3525179856115108,0.34375,27.1
0.10995882263230133,0.003786430648581843,0.8333333333333335,0.9752066115702477,0.7769784172661869,0.65625,38.6
0.11270398047887753,0.10012649661932464,0.5686274509803924,0.512396694214876,0.5467625899280575,0.59375,33.2
0.04102485892938845,0.00444887136837764,0.34313725490196084,0.22314049586776852,0.2517985611510791,0.3125,36.5
0.09714808601494584,0.012502316897748755,0.5784313725490198,0.47933884297520657,0.4676258992805755,0.53125,34.0
0.10995882263230133,0.0015236091818612847,0.892156862745098,0.9008264462809915,0.7985611510791366,0.6875,40.4
0.1439682781759951,0.00025759520222140293,0.45098039215686275,0.3553719008264462,0.3309352517985611,0.5,25.8
0.10965380509379286,0.005292098930787869,0.5098039215686274,0.44628099173553704,0.446043165467626,0.5,33.2
0.05536068323928628,0.0010701042004157167,0.45098039215686275,0.3801652892561983,0.4316546762589928,0.4375,36.3
0.10965380509379286,0.004141351157776149,0.5392156862745099,0.4628099173553719,0.4676258992805755,0.53125,34.3
0.1247521732499619,0.0020487045199839965,0.5392156862745099,0.5785123966942148,0.5035971223021583,0.53125,39.1
0.060393472624675926,0.002831410902594907,0.7941176470588236,0.9256198347107437,0.7625899280575539,0.65625,43.6
0.09425041939911544,0.012226936204450024,0.3333333333333334,0.3553719008264462,0.3525179856115108,0.3125,30.6
0.3937776422144273,0.01958910937152265,0.4313725490196079,0.31404958677685946,0.3237410071942446,0.4375,26.2
0.08509989324386152,0.0024864665972563747,0.607843137254902,0.5537190082644627,0.7338129496402879,0.75,38.7
0.05536068323928628,0.0006165574296206501,0.5980392156862746,0.4876033057851239,0.5683453237410072,0.59375,40.0
0.10965380509379286,0.0017567616447848745,0.7647058823529413,0.7685950413223138,0.6618705035971224,0.75,38.0
0.09425041939911544,0.0014886780861727467,0.49019607843137264,0.5289256198347106,0.48201438848920874,0.4375,38.5
0.05703827970108277,0.0016016278227157323,0.45098039215686275,0.49586776859504134,0.5755395683453237,0.53125,34.4
0.05703827970108277,0.018174508706838604,0.3137254901960785,0.33884297520661155,0.49640287769784175,0.40625,32.2
0.13344517309745313,0.0014774751180119097,0.46078431372549017,0.3305785123966941,0.4100719424460433,0.5,34.2
0.15464389202379136,0.0035942627063718304,0.45098039215686275,0.44628099173553704,0.446043165467626,0.375,41.5
0.08509989324386152,0.0015803566062439981,0.4705882352941178,0.2727272727272727,0.3669064748201438,0.46875,27.8
0.05703827970108277,0.0026097836534126843,0.5882352941176472,0.6115702479338841,0.7913669064748203,0.75,40.5
0.03385694677443951,0.0004652520724597299,0.45098039215686275,0.4380165289256197,0.4172661870503598,0.4375,32.1
0.025316455696202556,0.0010112104724914683,0.411764705882353,0.3305785123966941,0.28776978417266186,0.40625,30.2
0.060240963855421714,0.0038909976104163566,0.34313725490196084,0.36363636363636354,0.38848920863309355,0.3125,31.6
0.19704132987646789,0.010100891056140947,0.5784313725490198,0.5454545454545454,0.5107913669064748,0.5625,32.5
0.05536068323928628,0.001331352792227793,0.45098039215686275,0.3471074380165289,0.4388489208633093,0.46875,36.2
0.1247521732499619,0.005548570313030481,0.411764705882353,0.4380165289256197,0.3525179856115108,0.375,36.6
0.09714808601494584,0.22094342685787516,0.18627450980392163,0.14876033057851235,0.24460431654676262,0.25,29.6
0.0510904377001678,0.03644865012522667,0.3627450980392158,0.20661157024793386,0.5683453237410072,0.46875,40.3
0.04102485892938845,0.0014172119128722325,0.4705882352941178,0.3223140495867768,0.37410071942446055,0.46875,37.6
0.08509989324386152,0.0010920872538752134,0.45098039215686275,0.2975206611570248,0.3597122302158273,0.46875,29.8
0.07061156016470949,0.0012054524275484804,0.44117647058823534,0.23966942148760328,0.3525179856115108,0.375,37.6
0.1247521732499619,0.0007975717326943147,0.4705882352941178,0.512396694214876,0.4244604316546763,0.4375,33.7
0.09425041939911544,0.04049085269087447,0.3627450980392158,0.371900826446281,0.38848920863309355,0.34375,30.1
0.07488180570382796,0.002941022450384536,0.4313725490196079,0.19834710743801653,0.3309352517985611,0.40625,32.3
0.10523105078542017,0.0006745666882544815,0.6862745098039216,0.677685950413223,0.8201438848920863,0.8125,40.0
0.1247521732499619,0.0009294365770767862,0.4215686274509804,0.4297520661157024,0.37410071942446055,0.375,34.5
0.0019826140003050274,0.03891558147798253,0.35294117647058826,0.2975206611570248,0.4100719424460433,0.40625,33.4
0.04102485892938845,0.0015834473938802199,0.44117647058823534,0.30578512396694213,0.3669064748201438,0.40625,35.0
0.16989476894921457,0.0022484599601526154,0.3333333333333334,0.1900826446280991,0.2589928057553956,0.34375,37.3
0.14595089217630014,0.004574430868943966,0.6372549019607843,0.5702479338842974,0.5179856115107915,0.59375,35.4
0.09714808601494584,0.011226538455560434,0.6666666666666667,0.6115702479338841,0.7482014388489209,0.75,37.9
0.03385694677443951,0.040129946471332084,0.3333333333333334,0.3223140495867768,0.26618705035971235,0.375,25.5
0.0510904377001678,0.0021634884296870796,0.8431372549019609,0.5619834710743801,0.7122302158273381,0.8125,33.6
0.07305170047277715,0.0014797834372975447,0.5588235294117647,0.4049586776859503,0.4676258992805755,0.5625,38.0
0.0,0.0003293176646446676,0.6568627450980391,0.6694214876033058,0.60431654676259,0.59375,36.2
0.04102485892938845,0.0009806433297107797,0.4215686274509804,0.28099173553719003,0.3309352517985611,0.40625,34.2
0.10995882263230133,0.006173806061840488,0.6568627450980391,0.7272727272727272,0.6546762589928057,0.5,39.0
0.2803111178892787,0.010680383647712134,0.5098039215686274,0.5041322314049587,0.474820143884892,0.5,37.2
0.16989476894921457,0.0017378446991217977,0.4705882352941178,0.2644628099173554,0.4172661870503598,0.5,35.0
0.0510904377001678,0.003264759803744538,0.40196078431372545,0.28099173553719003,0.5899280575539569,0.5,39.8
0.03797468354430378,0.0038069844794899905,0.2843137254901961,0.19834710743801653,0.28057553956834536,0.34375,28.8
0.060393472624675926,0.0008038442715818579,0.8823529411764706,0.9669421487603304,0.7769784172661869,0.71875,40.4
0.05703827970108277,0.009005247770848272,0.49019607843137264,0.5371900826446281,0.525179856115108,0.5,35.6
0.02348635046515174,0.005266467383161797,0.7450980392156863,0.677685950413223,0.7050359712230216,0.71875,38.9
0.1439682781759951,0.06359084837721504,0.10784313725490191,0.049586776859504134,0.03597122302158273,0.15625,15.2
0.07488180570382796,0.013299583772740457,0.16666666666666669,0.03305785123966942,0.12949640287769792,0.125,30.6
0.02485892938843981,0.0007411233440145395,0.40196078431372545,0.3223140495867768,0.4100719424460433,0.40625,32.8
0.04102485892938845,0.0017125337886715903,0.5392156862745099,0.38842975206611563,0.446043165467626,0.53125,35.2
0.09425041939911544,0.0015309001973913734,0.7549019607843137,0.7603305785123965,0.6834532374100719,0.65625,35.1
0.02485892938843981,0.004365068628944672,0.519607843137255,0.47933884297520657,0.5539568345323742,0.5,37.6
0.1439682781759951,0.0004339332499415859,0.5686274509803924,0.38842975206611563,0.40287769784172656,0.65625,25.5
0.1439682781759951,0.009351878882297859,0.4313725490196079,0.3471074380165289,0.3309352517985611,0.5,30.9
0.03385694677443951,0.0008014227701503975,0.4705882352941178,0.4132231404958677,0.40287769784172656,0.4375,34.3
0.11224645417111478,0.01108640722009709,0.2647058823529412,0.1735537190082645,0.17985611510791366,0.28125,32.2
0.07305170047277715,0.00012373867177558544,0.5490196078431373,0.3801652892561983,0.4676258992805755,0.5625,37.7
0.04102485892938845,0.0009285277048314778,0.49019607843137264,0.3305785123966941,0.38848920863309355,0.46875,35.4
0.04102485892938845,0.0021406836935571614,0.44117647058823534,0.2975206611570248,0.3453237410071943,0.4375,32.7
0.0,0.0005397478507311996,0.5882352941176472,0.5537190082644627,0.8992805755395685,0.8125,39.3
0.16989476894921457,0.008913601753109969,0.25490196078431376,0.1322314049586777,0.2086330935251799,0.25,28.2
0.16989476894921457,0.0036795558267939837,0.39215686274509803,0.19834710743801653,0.3165467625899281,0.40625,36.5
0.07488180570382796,0.00019481501287788234,0.5,0.23140495867768585,0.37410071942446055,0.46875,32.2
0.07488180570382796,0.0007490829500760526,0.29411764705882354,0.14876033057851235,0.2230215827338129,0.25,31.4
0.09425041939911544,0.001003776727240145,0.7745098039215688,0.793388429752066,0.7266187050359711,0.71875,36.0
0.060393472624675926,0.0027721680761982207,0.6470588235294119,0.7272727272727272,0.6258992805755397,0.5625,39.4
0.05536068323928628,0.0006436854605815519,0.5784313725490198,0.39669421487603296,0.5035971223021583,0.5625,36.5
0.14595089217630014,0.006762075163406723,0.4215686274509804,0.39669421487603296,0.29496402877697836,0.375,31.2
0.16989476894921457,0.002181399794127863,0.46078431372549017,0.25619834710743805,0.37410071942446055,0.5,37.4
0.19704132987646789,0.024208886546969188,0.49019607843137264,0.4380165289256197,0.4532374100719425,0.5,35.9
0.09425041939911544,0.0016986569152451563,0.7058823529411764,0.8347107438016529,0.6762589928057554,0.625,38.0
0.05703827970108277,0.0029555309066964064,0.30392156862745096,0.36363636363636354,0.474820143884892,0.40625,35.0
0.08509989324386152,0.0005994502294409113,0.5588235294117647,0.3471074380165289,0.446043165467626,0.5625,31.1
0.1247521732499619,0.002776242099950051,0.12745098039215685,0.1900826446280991,0.12949640287769792,0.09375,33.5
0.02485892938843981,0.0002615400008190526,0.7549019607843137,0.6198347107438016,0.6474820143884892,0.6875,34.6
0.05536068323928628,0.08441433922986687,0.18627450980392163,0.07438016528925623,0.15107913669064743,0.1875,27.2
0.15464389202379136,0.12391001230333529,0.24509803921568635,0.25619834710743805,0.37410071942446055,0.25,30.2
0.10965380509379286,0.005855820138100673,0.1764705882352941,0.16528925619834706,0.2158273381294964,0.21875,29.0
0.060240963855421714,0.005151286840274892,0.35294117647058826,0.38842975206611563,0.4100719424460433,0.3125,31.9
0.08159219155101421,0.0013615217211084849,0.8627450980392157,0.5950413223140495,0.7482014388489209,1.0,30.6
0.05536068323928628,0.0009594726981103352,0.39215686274509803,0.2975206611570248,0.38848920863309355,0.375,33.7
0.1439682781759951,0.013496213121952375,0.0980392156862745,0.02479338842975204,0.02877697841726623,0.125,21.8
0.05536068323928628,0.0003872407908106437,0.5588235294117647,0.4297520661157024,0.5899280575539569,0.5625,38.0
0.29693457373798987,0.019344394621451544,0.3627450980392158,0.36363636363636354,0.38129496402877705,0.34375,33.0
0.1439682781759951,0.001127386522439874,0.3627450980392158,0.28925619834710736,0.3669064748201438,0.4375,31.9
0.02485892938843981,0.0005939601415986482,0.6666666666666667,0.5785123966942148,0.6762589928057554,0.65625,38.3
0.11270398047887753,0.030546230229062967,0.39215686274509803,0.38842975206611563,0.4172661870503598,0.375,33.4
0.10995882263230133,0.010244763075961347,0.6274509803921569,0.677685950413223,0.6115107913669064,0.5,37.9
0.10523105078542017,0.007969392338142627,0.5,0.5371900826446281,0.5107913669064748,0.46875,37.5
0.05536068323928628,0.001097797398966425,0.5392156862745099,0.44628099173553704,0.5035971223021583,0.53125,39.1
0.08509989324386152,0.0015643418085056222,0.3627450980392158,0.23966942148760328,0.26618705035971235,0.375,37.1
0.1439682781759951,0.0002544741752919338,0.5,0.371900826446281,0.3453237410071943,0.59375,25.9
0.0510904377001678,0.0019571447395342672,0.6176470588235294,0.4876033057851239,0.5467625899280575,0.59375,36.2
0.10965380509379286,0.00742154968932592,0.5980392156862746,0.5454545454545454,0.618705035971223,0.65625,36.8
0.134665243251487,0.00865395813011826,0.46078431372549017,0.38842975206611563,0.474820143884892,0.59375,28.5
0.19704132987646789,0.006587516275770494,0.49019607843137264,0.42148760330578505,0.4532374100719425,0.46875,35.8
0.060393472624675926,0.001567236636779949,0.5980392156862746,0.6859504132231403,0.60431654676259,0.46875,42.8
0.2803111178892787,0.023113305452005073,0.18627450980392163,0.1735537190082645,0.12230215827338131,0.15625,22.1
0.134665243251487,0.1138069307335381,0.18627450980392163,0.11570247933884298,0.26618705035971235,0.3125,23.1
0.060393472624675926,0.002725472073434866,0.5490196078431373,0.6611570247933884,0.5683453237410072,0.40625,40.5
0.04102485892938845,0.0008853652766360615,0.5588235294117647,0.3801652892561983,0.4316546762589928,0.53125,35.9
0.09425041939911544,0.0012692101640115812,0.6666666666666667,0.7272727272727272,0.6402877697841727,0.5625,39.8
0.10965380509379286,0.0034657398321994884,0.44117647058823534,0.4049586776859503,0.5755395683453237,0.53125,38.5
0.10965380509379286,0.0004688661167046741,0.5490196078431373,0.5619834710743801,0.5107913669064748,0.59375,34.3
0.11270398047887753,0.10671780806063741,0.6470588235294119,0.512396694214876,0.49640287769784175,0.65625,24.6
0.10523105078542017,0.004035355805528329,0.5980392156862746,0.5867768595041322,0.7338129496402879,0.65625,41.7
0.14595089217630014,0.03576693393385861,0.3333333333333334,0.30578512396694213,0.2014388489208634,0.28125,31.8
0.060240963855421714,0.0012537927672220492,0.4705882352941178,0.5371900826446281,0.49640287769784175,0.4375,35.2
0.10523105078542017,0.0012428498666741112,0.45098039215686275,0.38842975206611563,0.60431654676259,0.46875,38.2
0.14198566417569009,0.012781601213397937,0.3627450980392158,0.3553719008264462,0.28057553956834536,0.34375,32.8
0.05703827970108277,0.02563723876993597,0.215686274509804,0.2644628099173554,0.3093525179856116,0.25,33.0
0.04102485892938845,0.0011848296765251407,0.4803921568627452,0.3223140495867768,0.38129496402877705,0.46875,38.3
0.19704132987646789,0.022486013175135707,0.40196078431372545,0.3553719008264462,0.38848920863309355,0.375,30.8
0.060393472624675926,0.005138717140509172,0.6764705882352942,0.6859504132231403,0.6618705035971224,0.5625,41.3
0.0510904377001678,0.00012441014685444883,0.46078431372549017,0.3305785123966941,0.49640287769784175,0.46875,36.9
0.0510904377001678,0.0021549327161248023,0.5098039215686274,0.3305785123966941,0.6258992805755397,0.53125,36.4
0.0019826140003050274,0.0023756071484598556,0.34313725490196084,0.2727272727272727,0.3093525179856116,0.34375,27.6
0.17569010218087538,0.06985156620740147,0.18627450980392163,0.08264462809917356,0.3597122302158273,0.28125,24.0
0.04102485892938845,0.005683610796924321,0.4215686274509804,0.28925619834710736,0.3381294964028778,0.4375,36.3
0.10965380509379286,0.0036008132901195,0.6372549019607843,0.5867768595041322,0.5539568345323742,0.59375,36.6
0.07061156016470949,0.0015598500247568895,0.5490196078431373,0.3305785123966941,0.4676258992805755,0.53125,36.9
0.060240963855421714,0.001536243399766563,0.5784313725490198,0.6280991735537189,0.5611510791366907,0.53125,33.3
0.0510904377001678,0.0030032569218198745,0.4705882352941178,0.3471074380165289,0.5107913669064748,0.5,35.6
0.2803111178892787,0.58112597495589,0.2745098039215686,0.23140495867768585,0.39568345323741005,0.4375,25.4
0.09425041939911544,0.00042711845025173844,0.892156862745098,0.9008264462809915,0.7697841726618706,0.78125,35.6
0.05536068323928628,0.0007647725578595422,0.5490196078431373,0.4297520661157024,0.5323741007194245,0.53125,39.2
0.15464389202379136,0.014718221656744095,0.3725490196078432,0.371900826446281,0.39568345323741005,0.3125,37.1
0.09425041939911544,0.00819755390952286,0.411764705882353,0.4545454545454546,0.48201438848920874,0.40625,33.9
